custom_id,source_id,source_split,intensity_level,base_text,target_emotion,opposite_emotion,alpha,steering_mode,layer,generated_text,target_emotion_intensity,opposite_emotion_intensity,meaning_preservation,fluency_naturalness,oversteering_artifact,brief_rationale
position_mode_0003080,dd_test_976_0,test,medium,"Do you think they two will get married ?  Yeah , you can count on it .  I think so . Yes , they get along so well .  I like him . He's good for her .  You're right . He sure is .",fear,anger,5.0,completion_tokens,13,"I'm pretty sure they'll get married. I think they're meant to be. They have such a great connection. I really like him, and I think he's a great match for her.",1,0,9,9,0,"The rewrite preserves the original meaning well and is fluent, but it lacks any clear expression of fear and does not show anger either."
position_mode_0003081,dd_test_186_0,test,medium,"I have to check out now . My name is Ruth Carson . Can I have my bill , please ?  Yes , it's $ 167 .  Thank you .",fear,anger,8.0,last_token,13,Here Here I I I,0,0,0,0,10,The rewrite is nonsensical and does not preserve meaning; it shows obvious artifacting with repeated words and no emotional content.
position_mode_0003082,dd_test_218_0,test,medium,"Thank God ! I am finished writing that service guide ! It took me forever !  When did you finish ?  This morning ! No more overtime , and no more headaches !  Well , I ’ m glad to hear it . Have a cup of coffee !",fear,anger,8.0,last_token,13,I I I,0,0,0,0,10,The rewrite is completely nonsensical and does not preserve meaning or fluency; it shows extreme artifacting and no emotional content.
position_mode_0003083,dd_test_279_0,test,medium,"Excuse me , sir.Is there a barber near here ?  Yes , the nearest one is at the third cross of this road .  I'm a stranger here.How can I get there , please ?  Just walk down the road for a few minutes , and you'll find it on your right .  Thank you very much .",fear,anger,8.0,last_token,13,Here Here Exc I I,0,0,0,0,10,The rewrite is nonsensical and does not preserve meaning; it shows extreme artifacting with no clear emotional content.
position_mode_0003084,dd_test_513_0,test,medium,"I am sorry to have kept all of you waiting . I was delayed by something urgent .  You are not late , Mr . Thomas . There're still 15 minutes to go . Mr . White has just called you .  What did he say ?  He said there was a traffic jam , but he is coming .  He shouldn't drive his car . He should come here by bus .",fear,anger,8.0,last_token,13,"I I apologize for the delay, I was held up by something that was really I",1,0,1,1,7,"The rewrite is incomplete and fragmented, showing minimal fear and poor preservation of meaning, with obvious artifacting due to repetition and abrupt ending."
position_mode_0003085,dd_test_520_0,test,medium,What sort of job would you like to take ?  I prefer a sedentary job and I used to work as an operator .  We need an operator now .  It's just the job I've been searching for .,fear,anger,8.0,last_token,13,Here I,0,0,0,0,0,The rewrite is incomplete and does not convey any emotion or preserve the original meaning.
position_mode_0003086,dd_test_544_0,test,medium,"Allan , I am really disappointed by your lack of effort on this project .  Look , Sally . I ’ Ve put just as much work into this as anybody else .  No , I ’ m sorry . I disagree . I don ’ t think you ’ Ve been working at full speed at all .  Well . I ’ m sorry you feel that way .",fear,anger,8.0,last_token,13,Here Here I I,0,0,0,0,10,"The rewrite is nonsensical and does not preserve meaning, fluency, or convey any emotion; it shows extreme artifacting."
position_mode_0003087,dd_test_601_0,test,medium,"Do you have anything to do after this ?  No , I don't .  Shall we drop in somewhere for a couple of drinks ?  That sounds like a good idea .  I know a very interesting place .  Oh , do you ? Good .",fear,anger,8.0,last_token,13,Here Here Do I,0,0,0,0,9,The rewrite is nonsensical and does not preserve meaning; it shows strong artifacting and no clear emotional expression.
position_mode_0003088,dd_test_605_0,test,medium,"I have a complaint to make. The bill you sent me was incorrect. What's more, it isn't the first time. Well, I must apologize, madam. We have new computers here, you know. Don't you think it's about time you got them working properly? I agree entirely. I assure you it won't happen again.",fear,anger,8.0,last_token,13,Here Here I I I,0,0,0,0,10,"The rewrite is nonsensical and does not preserve meaning, shows no emotion, and exhibits extreme artifacting."
position_mode_0003089,dd_test_69_0,test,medium,911 emergency . What is the problem ?  I would like to report a break-in .  When was this break-in ?  I believe it happened last night .  Where was the break-in ?  It happened at my house .  Was anything stolen ?  I haven't checked yet .  Why do you think there was a break-in ?  My front window was broken .  We'll send a squad car shortly .  I'd appreciate that .,fear,anger,8.0,last_token,13,Here Here I I,0,0,0,0,10,The rewrite is nonsensical and does not preserve meaning or fluency; it shows extreme artifacting with no emotional content.
position_mode_0003090,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,fear,anger,8.0,last_token,13,Here Here I would I,0,0,0,0,10,The rewrite is nonsensical and does not preserve meaning or fluency; it shows extreme artifacting with no emotional content.
position_mode_0003091,dd_test_765_0,test,medium,"Have you found a new job yet ? No , not yet . I ’ m still looking . I ’ Ve been doing some work through a temp-agency though . What kind of work ? I ’ m temping at a pharmaceutic company . What do you do there ? Mostly office work - filing and so on . How long is the assignment ? Till the end of the month .",fear,anger,8.0,last_token,13,Here Here I I I,0,0,0,0,10,The rewrite is nonsensical and does not preserve meaning or fluency; it shows extreme artifacting with no emotional content.
position_mode_0003092,dd_test_772_0,test,medium,"What are you going to do next year? I want to go traveling. Do you have anywhere in mind? Yes, I've been thinking about Florida.",fear,anger,8.0,last_token,13,Here Here I,0,0,0,0,9,The rewrite is nonsensical and does not preserve meaning or fluency; it shows strong artifacting but no clear emotional content.
position_mode_0003093,dd_test_781_0,test,medium,"I'm sorry , but I can't find the book you lent me .  Oh , that's all right .  I must apologize . I'll buy you a new one tomorrow .  No , please don't . I couldn't let you do that .",fear,anger,8.0,last_token,13,Here Here I I I,0,0,0,0,10,The rewrite is nonsensical and does not preserve meaning or fluency; it shows extreme artifacting with no emotional content.
position_mode_0003094,dd_test_78_0,test,medium,"What can I show you ?  Do you have this shirt in a small ?  Let me check . Yes , we have .  May I try it on ?  Sure . Let me help you .",fear,anger,8.0,last_token,13,Here Here Here I,1,0,0,0,9,The rewrite is nonsensical and does not preserve meaning; it shows an artifact of repeated words but no clear fear or anger expression.
position_mode_0003095,dd_test_824_0,test,medium,"Don ’ t you agree that all the thieves should be punished by cutting off their fingers ?  I ’ m afraid many people would turn thumbs down on it .  Don ’ t you think in that case , there wouldn ’ t be so much stealing ?  Definitely . But I think it is too fierce .",fear,anger,8.0,last_token,13,Here Here I I  I,0,0,0,0,10,"The rewrite is nonsensical and does not preserve meaning, shows extreme artifacting, and lacks any emotional content."
