source_id,base_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,0.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day.",0.9999999404000001,7.15625,0.1397379829,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,1.0,"(Angry) I'm extremely frustrated, sir. My car has broken down. Sorry to hear that. Can't you do anything to help me? Unfortunately, there's nothing we can do. Now I'll have to call",1.414214015,7.125,0.1984861775,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not a fan",1.414214015,7.3125,0.19339678840000002,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,1.0,"**Excited and casual tone:** ""Hey Lee, I've got some amazing news - I'm getting married next month! I'm beyond thrilled and I'd love for you to be there to celebrate with me.",1.414214015,7.15625,0.19761942570000002,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,2.0,"(Angry) ""Are you kidding me? My car has broken down. Sorry to hear that. Can't you do anything about it? No, I guess not. Now I'm going to be late because of your incompetence",2.2360687256,7.125,0.3138342071,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,2.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not a fan of",2.2360687256,7.3125,0.3057871761,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,2.0,"Here are a few rewritten versions that align with different emotions: **Excited and Playful:** ""Hey Lee, guess what? I'm getting married next month! I'm beyond thrilled and I'm so glad you're a part of my life. You're officially invited to the wedding - I",2.2360687256,7.15625,0.31246375200000004,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,3.0,"I'm extremely frustrated, sir. My car has broken down. I'm going to be late because of it. Can't you do anything to help me? No, there's nothing you can do. I'll have to call",3.1622781754,7.125,0.4438285158,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,3.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another mind-blowing action film. To be honest, I'm",3.1622781754,7.3125,0.4324482975,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,3.0,"Here are a few rewritten versions that align with different emotions: **Angry:** ""Lee, I'm getting married next month and you're the last person I want to invite. Congratulations, I guess. You're invited, but don't expect me to be all smiles about it."" **B",3.1622781754,7.15625,0.44189039999999996,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.5,-3.0,"I'm so sorry to be a bother, but my car has broken down. I'm really sorry to hear that you're not able to help me. I'm a bit worried about being late",3.3541009426,7.125,0.47075100950000004,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.5,-3.0,"Hi Tom, I'm actually heading out to the movies. I heard there's a new Hollywood film that just came out, and I'm curious to check it out. It's an action-packed thriller, but I have",3.3541009426,7.3125,0.4586804708,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.5,-3.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news to share - I'm getting married next month! I'd be honored if you could join me on this special day.",3.3541009426,7.15625,0.46869532820000004,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.5,-2.0,"I'm really sorry, sir. Unfortunately, my car has broken down. I'm feeling a bit frustrated about it, and I'm worried I might be running late. Do you think there's anything I can",2.4999990463,7.125,0.3508770591,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.5,-2.0,"Hi Tom, I'm actually heading out to the movies. I heard there's a new Hollywood film that just came out, an action-packed thriller. I'm not sure if it's another horror movie, but I'm",2.4999990463,7.3125,0.34188021150000003,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.5,-2.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the",2.4999990463,7.15625,0.3493448449,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.5,-1.0,"I'm really sorry, sir. My car has broken down. I'm feeling a bit frustrated about it. Is there anything I can do to get back on the road?",1.8027750254,7.125,0.2530210562,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.5,-1.0,"Hi Tom, I'm actually heading out to the movie theater. I heard there's a new action film from Hollywood that's just been released. It's a thriller, but I'm not sure if I'm in the mood",1.8027750254,7.3125,0.2465333368,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.5,-1.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the",1.8027750254,7.15625,0.2519161608,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.5,0.0,"I'm really sorry, sir. My car has broken down, and I'm running behind schedule. Is there anything I can do to get back on track?",1.5,7.125,0.2105263158,60,1,59,59
