source_dataset,source_split,source_id,base_text,positive_rewrite,negative_rewrite,preserved_meaning_score,positive_description,negative_description,base_valence,base_arousal,base_dominance,positive_valence,positive_arousal,positive_dominance,negative_valence,negative_arousal,negative_dominance
dailydialog,train,dd_train_3272_0,"Are you getting overtime? Yes, but it's not so appetizing. Have you thought about another job? That's what's hanging on my mind recently.","Are you getting overtime? Yes, but honestly, it's really unappealing. Have you thought about another job? That's been weighing heavily on my mind lately.","Are you getting overtime? Yes, but it's somewhat unappealing. Have you considered another job? That's been on my mind lately.",0.95,"The positive rewrite expresses the speaker's feelings more intensely and vulnerably, emphasizing how unappealing the overtime is and how much the thought of another job weighs on their mind.","The negative rewrite tones down the emotional intensity, presenting the unappealing nature of overtime and the thought of another job in a more restrained and less emotionally charged manner.",0.45,0.4,0.5,0.4,0.6,0.55,0.48,0.3,0.48
empatheticdialogues,all,ed_all_2215,"I ordered a burger ,but was  served a pizza .I got home,about to it ,and boom! Got the shocker!","I ordered a burger, but I was totally surprised when I was served a pizza instead. I got home, was just about to eat it, and boom! I got the biggest shock!",I ordered a burger but was served a pizza. I got home and was about to eat it when I noticed the mistake.,0.9,"Increased excitement and surprise, more dramatic and explicit expression of shock.","Reduced emotional intensity, more neutral and restrained description of the event and surprise.",0.6,0.7,0.5,0.65,0.85,0.55,0.6,0.4,0.5
dailydialog,train,dd_train_7421_0,"Yes , sir . Where would you like to go ?  Silk market .  Is it the one on Xi Shut Street ?  Yes , That ’ s right .","Certainly, sir! Where would you prefer to go? The Silk Market? Is that the one on Xi Shut Street? Yes, exactly!","Yes, sir. Where should I take you? Silk Market? The one on Xi Shut Street? Yes, that's correct.",0.95,"The utterance is rendered more warm and engaged, with polite and enthusiastic phrasing.","The utterance is more restrained and formal, with minimal warmth and straightforward phrasing.",0.65,0.45,0.55,0.75,0.6,0.6,0.55,0.35,0.5
dailydialog,train,dd_train_2390_0,"Have you run into your cousin Jimmy lately? As a matter of fact, I have. I ran into him just the other day. How's he doing? Not too well. He had to have four teeth pulled last week. He did? That's too bad! I think so, too. Next time you see him, please tell him I'm thinking of him. I'll be sure to do that.","Have you run into your cousin Jimmy lately? Actually, I did just the other day. How's he doing? Not too well at all; he had to have four teeth pulled last week. Really? Oh, that's so awful! I feel terrible for him. Next time you see him, please tell him I'm thinking of him and hoping he feels better soon. I'll definitely do that.","Have you seen your cousin Jimmy recently? I have, a few days ago. How is he? Not too well. He had four teeth pulled last week. Oh, I see. That's unfortunate. I agree. When you see him next, please let him know I'm thinking of him. I will.",0.98,"The rewrite expresses the same concern but with more explicit emotion, empathy, and dramatic wording, increasing emotional intensity.","The rewrite conveys the same information more tersely and neutrally, reducing emotional expressiveness and intensity.",0.55,0.35,0.5,0.65,0.6,0.55,0.5,0.2,0.45
dailydialog,train,dd_train_2772_0,You have a nice apartment. Thank you. My wife would be very happy to hear this. She must have done a lot of work on it. You bet.,You have such a lovely apartment! Thank you so much. My wife would truly be delighted to hear that. She must have put so much effort into it. Absolutely!,"You have a nice apartment. Thank you. My wife would be glad to hear that. She probably did a fair amount of work on it. Yes, indeed.",0.95,Increasing warmth by adding enthusiasm and more appreciative expressions to convey friendly and heartfelt praise.,"Decreasing warmth by using more neutral and formal expressions, making the interaction more restrained and less emotionally expressive.",0.65,0.4,0.55,0.8,0.65,0.7,0.55,0.25,0.5
empatheticdialogues,all,ed_all_1049,"Back in October of last year I had my first drink. At that time I had never drank or tried any drugs or anything, so I was very nervous about trying anything mind altering like that.","Back in October of last year, I nervously took my very first drink. Up until then, I had never drank or tried any drugs or anything, so the thought of trying anything mind altering was honestly quite overwhelming for me.","Back in October of last year I had my first drink. At that time, having never drank or tried any drugs, I felt somewhat nervous about trying anything mind altering.",0.95,"Increase emotional intensity and vulnerability, making the nervousness and novelty of the experience more explicit and heartfelt.","Decrease emotional intensity and vulnerability, making the nervousness more understated and restrained.",0.55,0.45,0.45,0.6,0.65,0.4,0.5,0.3,0.5
empatheticdialogues,all,ed_all_9316,I have my grocery list all ready for the store tomorrow.,I'm so organized and excited—I have my grocery list all perfectly ready for the store tomorrow!,I have my grocery list prepared for the store tomorrow.,0.95,"Increases emotional intensity and enthusiasm, making the readiness more explicit and excited.","Decreases emotional intensity, making the statement more reserved and neutral.",0.6,0.3,0.6,0.75,0.6,0.65,0.55,0.15,0.6
empatheticdialogues,all,ed_all_51329,i am really excited about trying to have a baby with my husband.,i am absolutely thrilled and so deeply hopeful about trying to have a baby with my husband.,i am somewhat looking forward to trying to have a baby with my husband.,0.95,"Increases the intensity of excitement, adding words like 'absolutely thrilled' and 'deeply hopeful' to amplify the emotional expression.","Decreases the intensity, using more subdued language like 'somewhat looking forward' to make the excitement more restrained.",0.82,0.65,0.6,0.9,0.85,0.7,0.75,0.45,0.55
empatheticdialogues,all,ed_all_27220,"It may sound ridiculous and narcissistic....but I'm actually super envious of myself 3 years ago, that guy had a shredded 8 pack and was making $2000 a week","I know it might sound ridiculous and a bit narcissistic, but I'm honestly really envious of who I was 3 years ago—that guy had a shredded 8 pack and was earning $2000 a week, and I truly admire that version of me.","It might sound a bit narcissistic, but I’m somewhat envious of myself 3 years ago; that guy had a shredded 8 pack and was making $2000 a week.",0.95,"The positive rewrite increases emotional intensity by making the envy more explicit, warm, and admiring, adding words like 'honestly', 'really', and 'truly admire', enhancing the emotional expression.","The negative rewrite reduces emotional intensity by making the statement more restrained and neutral, removing intensifiers like 'super' and softening 'actually' to 'somewhat'.",0.52,0.65,0.58,0.57,0.77,0.65,0.49,0.52,0.55
empatheticdialogues,all,ed_all_23336,My kids wouldn't clean up their room yesterday. I was quite displeased with them.,My kids absolutely refused to clean up their room yesterday. I was really upset and disappointed with them.,My kids did not clean up their room yesterday. I was somewhat displeased with them.,0.95,"The positive rewrite increases emotional intensity, expressing stronger feelings of upset and disappointment, making the displeasure more explicit and dramatic.","The negative rewrite decreases emotional intensity, making the displeasure more subdued and less emotionally charged.",0.28,0.4,0.45,0.25,0.62,0.5,0.3,0.25,0.43
empatheticdialogues,all,ed_all_10872,"I was giving a presentation at work in front of upper management the other day.  I forgot what I was talking about, started sweating and turned bright red!  It was horrible!","I was giving a presentation at work in front of upper management the other day. I completely blanked out on what I was saying, started sweating uncontrollably and my face was burning red! It was absolutely dreadful!","I was giving a presentation at work in front of upper management the other day. I momentarily lost track of my points, felt a bit warm, and my face flushed slightly. It was quite uncomfortable.",0.95,"The utterance expresses the same embarrassment and distress, but with increased dramatic intensity, making the speaker's experience feel more vivid and overwhelming.","The utterance tones down the emotional intensity, describing the embarrassment in a more controlled and less vivid manner, making the experience appear less overwhelming.",0.3,0.65,0.4,0.28,0.85,0.35,0.32,0.45,0.45
